,title,price,year,link,model,age
148,"carports, garages, barns, rv covers, metal buildings, sheds, storage!!",1506,,https://raleigh.craigslist.org/rvd/d/sanford-carports-garages-barns-rv/7820076992.html,missing,
149,"2017 forest river coachmen pursuit 29kb, 15k, all upgrades, immaculate",55900,2017.0,https://charlotte.craigslist.org/rvd/d/matthews-2017-forest-river-coachmen/7820074066.html,coachmen,8.0
150,2016 forest river wildwood 28rlds (32ft),11995,2016.0,https://binghamton.craigslist.org/rvd/d/binghamton-2016-forest-river-wildwood/7820063781.html,missing,9.0
151,2024 nucamp rv tab 400 bunk under 3000# high quality teardrop,38995,2024.0,https://ithaca.craigslist.org/rvd/d/blodgett-mills-2024-nucamp-rv-tab-400/7820060748.html,missing,1.0
152,"2025 nucamp t@b 320s boondock teardrop camper*high quality, has it al",35995,2025.0,https://ithaca.craigslist.org/rvd/d/blodgett-mills-2025-nucamp-tb-320s/7820058064.html,missing,0.0
153,2012 monaco vesta35pbd,91119,2012.0,https://myrtlebeach.craigslist.org/rvs/d/myrtle-beach-2012-monaco-vesta35pbd/7820028272.html,missing,13.0
154,2015 24' class-c rv sunseeker mercedes diesel,62000,2015.0,https://asheville.craigslist.org/rvs/d/durham-class-rv-sunseeker-mercedes/7820010417.html,missing,10.0
155,2019 venegeance rogue 31v,27000,2019.0,https://tricities.craigslist.org/rvs/d/mosheim-2019-venegeance-rogue-31v/7819999787.html,missing,6.0
156,2023 forest river wildwood x-lite 273qbxlx,29000,2023.0,https://raleigh.craigslist.org/rvs/d/wake-forest-2023-forest-river-wildwood/7819999187.html,missing,2.0
157,privately owned - 2020 forest river forester 2551ds le,58986,2020.0,https://washingtondc.craigslist.org/nva/rvd/d/warrenton-privately-owned-forest-river/7819997036.html,missing,5.0
158,2022 shasta 26db camper,25500,2022.0,https://tricities.craigslist.org/rvs/d/jonesborough-2022-shasta-26db-camper/7819992719.html,missing,3.0
159,2015 24' class-c rv sunseeker mercedes diesel,62000,2015.0,https://losangeles.craigslist.org/sfv/rvs/d/durham-class-rv-sunseeker-mercedes/7819982322.html,missing,10.0
160,class c-  2023 forest river le 2151s,70500,2023.0,https://greensboro.craigslist.org/rvs/d/oak-ridge-class-forest-river-le-2151s/7819974488.html,missing,2.0
161,rv jacknife sofa new,250,,https://hartford.craigslist.org/rvs/d/torrington-rv-jacknife-sofa-new/7819964762.html,missing,
162,1987 ford e350 camper for sale $10k obo,10000,1987.0,https://cnj.craigslist.org/rvs/d/new-brunswick-1987-ford-e350-camper-for/7819928759.html,missing,38.0
163,2019 23a class c motorhome super saver,29850,2019.0,https://eastky.craigslist.org/rvd/d/eastern-class-motorhome-super-saver/7819922196.html,missing,6.0
164,2019 23a rv scratch-n-dent special,26850,2019.0,https://richmond.craigslist.org/rvd/d/richmond-rv-scratch-dent-special/7819918253.html,missing,6.0
165,2019 23a rv scratch-n-dent special,26850,2019.0,https://scranton.craigslist.org/rvd/d/scranton-rv-scratch-dent-special/7819917787.html,missing,6.0
166,2019 23a rv scratch-n-dent special,26850,2019.0,https://longisland.craigslist.org/rvd/d/amagansett-rv-scratch-dent-special/7819917557.html,missing,6.0
167,3 in 1 tv stand up to 70 inches,90,,https://cleveland.craigslist.org/rvs/d/cleveland-in-tv-stand-up-to-70-inches/7819912708.html,missing,
168,2010 ford e450 four winds 31ft,19500,2010.0,https://atlanta.craigslist.org/atl/rvs/d/raleigh-2010-ford-e450-four-winds-31ft/7819912463.html,missing,15.0
169,lightweight and well-built teardrop little guy max rough rider 3000 lb,35995,,https://syracuse.craigslist.org/rvd/d/blodgett-mills-lightweight-and-well/7819902060.html,missing,
170,little guy mini max teardrop camper  200 watts of solar bathroom queen,22995,,https://syracuse.craigslist.org/rvd/d/blodgett-mills-little-guy-mini-max/7819901832.html,missing,
171,2021 gulf stream ameri-lite 197bh bunk beds! camper,18500,2021.0,https://eastnc.craigslist.org/rvs/d/goldsboro-2021-gulf-stream-ameri-lite/7819885791.html,missing,4.0
172,2 br 5th wheel on a large lot at white oak shores in stella nc,49999,,https://eastnc.craigslist.org/rvs/d/stella-br-5th-wheel-on-large-lot-at/7819884888.html,missing,
173,camper/rv for sale 2005 fleetwood terry quantum,1900,2005.0,https://catskills.craigslist.org/rvs/d/prattsville-camper-rv-for-sale-2005/7819877801.html,missing,20.0
174,"forest river evo, ""4 seasons""",17000,,https://charlotte.craigslist.org/rvs/d/asheville-forest-river-evo-seasons/7819868937.html,missing,
175,2022 forest river salem cruiselite 261bhxl,13500,2022.0,https://winstonsalem.craigslist.org/rvd/d/winston-salem-2022-forest-river-salem/7819857899.html,missing,3.0
176,2022 ameri-lite 248bh,11900,2022.0,https://winstonsalem.craigslist.org/rvd/d/winston-salem-2022-ameri-lite-248bh/7819856568.html,missing,3.0
177,$450 amazon gift card~ 50% off 5yr/100k powertrain warranty~financing,32350,,https://columbus.craigslist.org/rvd/d/columbus-450-amazon-gift-card-50-off/7819852368.html,missing,
178,2019 20ft jan specials financing avail amazon gift card,42850,2019.0,https://columbus.craigslist.org/rvd/d/columbus-ft-jan-specials-financing/7819851224.html,missing,6.0
179,2021 taxa tiger moth,16000,2021.0,https://richmond.craigslist.org/rvs/d/ashland-2021-taxa-tiger-moth/7819824830.html,missing,4.0
180,2015 e-z-go 48v limo.,7450,2015.0,https://fredericksburg.craigslist.org/rvd/d/fredericksburg-2015-z-go-48v-limo/7819781432.html,missing,10.0
181,johnnie,50,,https://newyork.craigslist.org/jsy/rvs/d/new-york-johnnie/7819712067.html,missing,
182,2019 winnebago adventurer 33c low miles,87500,2019.0,https://wilmington.craigslist.org/rvs/d/southport-2019-winnebago-adventurer-33c/7819691694.html,winnebago,6.0
183,2010 tacoma 4x4 75k miles 4cyl manual,17000,2010.0,https://richmond.craigslist.org/rvs/d/manakin-sabot-2010-tacoma-4x4-75k-miles/7819640660.html,missing,15.0
184,2014 mercedes benz sprinter thor citation,65000,2014.0,https://outerbanks.craigslist.org/rvs/d/kill-devil-hills-2014-mercedes-benz/7819635164.html,thor,11.0
185,2022 puma palomino 31rlqs,22800,2022.0,https://fredericksburg.craigslist.org/rvs/d/casanova-2022-puma-palomino-31rlqs/7819634462.html,missing,3.0
186,2020 lance 1475s,25500,2020.0,https://swva.craigslist.org/rvs/d/sparta-2020-lance-1475s/7819629649.html,missing,5.0
187,rockwood roo trailer,12000,,https://pittsburgh.craigslist.org/rvs/d/allison-park-rockwood-roo-trailer/7819609668.html,rockwood,
188,2021 keystone cougar 22rbs,19995,2021.0,https://pittsburgh.craigslist.org/rvs/d/monaca-2021-keystone-cougar-22rbs/7819605982.html,keystone,4.0
189,2004 thomas bus minotaur conversion,30000,2004.0,https://fredericksburg.craigslist.org/rvs/d/spotsylvania-2004-thomas-bus-minotaur/7819582113.html,missing,21.0
190,2022 forest river alpha wolf,47000,2022.0,https://hickory.craigslist.org/rvs/d/taylorsville-2022-forest-river-alpha/7819574019.html,missing,3.0
191,2014 coleman,9000,2014.0,https://scranton.craigslist.org/rvs/d/hunlock-creek-2014-coleman/7819556685.html,missing,11.0
192,2023 grand design reflection 31mb,44500,2023.0,https://raleigh.craigslist.org/rvs/d/youngsville-2023-grand-design/7819547153.html,missing,2.0
193,2008 winnebago vista class a. 30',36500,2008.0,https://binghamton.craigslist.org/rvs/d/endicott-2008-winnebago-vista-class-30/7819514369.html,winnebago,17.0
194,2006 gulf stream camper for sale,29900,2006.0,https://onslow.craigslist.org/rvs/d/sneads-ferry-2006-gulf-stream-camper/7819497121.html,missing,19.0
195,2013 north trail by heartland fx23 in excellent condition,7500,2013.0,https://baltimore.craigslist.org/rvs/d/edgewood-2013-north-trail-by-heartland/7819491737.html,heartland,12.0
196,1970 shasta,5000,1970.0,https://outerbanks.craigslist.org/rvs/d/manteo-1970-shasta/7819485628.html,missing,55.0
197,toy hauler,24000,,https://fayetteville.craigslist.org/rvs/d/laurinburg-toy-hauler/7819455236.html,missing,
198,1999 coleman bayside,200,1999.0,https://norfolk.craigslist.org/rvs/d/newport-news-1999-coleman-bayside/7819447810.html,missing,26.0
199,2015 24' class-c rv sunseeker mercedes diesel,62000,2015.0,https://raleigh.craigslist.org/rvs/d/durham-class-rv-sunseeker-mercedes/7819441910.html,missing,10.0
200,rv  accessories,1,,https://myrtlebeach.craigslist.org/rvs/d/conway-rv-accessories/7819425404.html,missing,
201,34' class a w/ 1 super slide out,22000,,https://fingerlakes.craigslist.org/rvs/d/branchport-34-class-w-super-slide-out/7819398293.html,missing,
202,2022 holiday rambler 29m,1,2022.0,https://philadelphia.craigslist.org/rvs/d/feasterville-trevose-2022-holiday/7819387477.html,missing,3.0
203,2019 23a class c motorhome super saver,29850,2019.0,https://winchester.craigslist.org/rvd/d/winchester-class-motorhome-super-saver/7819383303.html,missing,6.0
204,2019 23a class c motorhome super saver,29850,2019.0,https://mansfield.craigslist.org/rvd/d/mansfield-class-motorhome-super-saver/7819380645.html,missing,6.0
205,2019 23a class c motorhome super saver,29850,2019.0,https://athensohio.craigslist.org/rvd/d/athens-class-motorhome-super-saver/7819378905.html,missing,6.0
206,modern cabin!,75000,,https://charlestonwv.craigslist.org/rvs/d/charleston-modern-cabin/7819353881.html,missing,
207,modern cabin!,75000,,https://boone.craigslist.org/rvs/d/boone-modern-cabin/7819352915.html,missing,
208,motor home tow bar & jeep hitch and invisalign braking system,3800,,https://asheville.craigslist.org/rvs/d/glenwood-motor-home-tow-bar-jeep-hitch/7819347775.html,missing,
209,2019 28a 30ft class c motorhome,29850,2019.0,https://eastky.craigslist.org/rvd/d/eastern-30ft-class-motorhome/7819347603.html,missing,6.0
210,2019 28a 30ft class c motorhome,29850,2019.0,https://onslow.craigslist.org/rvd/d/mccutcheon-field-30ft-class-motorhome/7819346648.html,missing,6.0
211,2015 trail runner 21sle,11995,2015.0,https://raleigh.craigslist.org/rvd/d/raleigh-2015-trail-runner-21sle/7819346592.html,missing,10.0
212,mini house starter,35000,,https://myrtlebeach.craigslist.org/rvs/d/lake-city-mini-house-starter/7819344540.html,missing,
213,hand-made teardrop trailer,3000,,https://york.craigslist.org/rvs/d/gettysburg-hand-made-teardrop-trailer/7819344507.html,missing,
214,2024 salem 263bhxlx,29495,2024.0,https://raleigh.craigslist.org/rvd/d/raleigh-2024-salem-263bhxlx/7819340317.html,missing,1.0
215,2023 coleman rubicon 1200rk,9995,2023.0,https://raleigh.craigslist.org/rvd/d/raleigh-2023-coleman-rubicon-1200rk/7819330970.html,missing,2.0
216,forest river rockwood ultralight travel trailer 2606ws,18000,,https://southjersey.craigslist.org/rvs/d/swedesboro-forest-river-rockwood/7819291806.html,rockwood,
217,2015 grand design momentum,33000,2015.0,https://winstonsalem.craigslist.org/rvs/d/lexington-2015-grand-design-momentum/7819290007.html,missing,10.0
218,2024 keyston cougar 368 mbi,54999,2024.0,https://winchester.craigslist.org/rvs/d/middletown-2024-keyston-cougar-368-mbi/7819288801.html,missing,1.0
219,free peaceful space for your family in your own back yard!,440,,https://raleigh.craigslist.org/rvs/d/hillsborough-free-peaceful-space-for/7819267337.html,missing,
220,2023 grand design reflection 260rd fifth wheel camping trailer,43500,2023.0,https://charlotte.craigslist.org/rvs/d/huntersville-2023-grand-design/7819246863.html,missing,2.0
221,class c rv,52000,,https://cincinnati.craigslist.org/rvs/d/russellville-class-rv/7819222241.html,missing,
222,2015 thor 30.2 bunkhouse,27000,2015.0,https://losangeles.craigslist.org/lac/rvs/d/castleton-on-hudson-2015-thor-302/7819210048.html,thor,10.0
223,rv for sale - 22' fleetwood jamboree searcher,17999,,https://newyork.craigslist.org/brk/rvs/d/brooklyn-rv-for-sale-22-fleetwood/7819209265.html,jamboree,
224,2015 thor 30.2 bunkhouse,27000,2015.0,https://losangeles.craigslist.org/lac/rvs/d/castleton-on-hudson-2015-thor-302/7819198952.html,thor,10.0
225,2023 granddesign imagine 2970rl,39500,2023.0,https://southjersey.craigslist.org/rvs/d/cheswold-2023-granddesign-imagine-2970rl/7819195897.html,missing,2.0
226,2023 granddesign imagine 2970rl,39500,2023.0,https://delaware.craigslist.org/rvs/d/cheswold-2023-granddesign-imagine-2970rl/7819195313.html,missing,2.0
227,2015 thor 30.2 bunkhouse,21000,2015.0,https://albany.craigslist.org/rvs/d/castleton-on-hudson-2015-thor-302/7819194956.html,thor,10.0
228,2022 olympia 26bh by highland ridge,13500,2022.0,https://charlotte.craigslist.org/rvs/d/mount-holly-2022-olympia-26bh-by/7819194215.html,missing,3.0
229,2014 keystone fuzion toyhauler,35750,2014.0,https://raleigh.craigslist.org/rvs/d/colerain-2014-keystone-fuzion-toyhauler/7819179446.html,keystone,11.0
230,2014 keystone fuzion toyhauler,35750,2014.0,https://eastnc.craigslist.org/rvs/d/colerain-2014-keystone-fuzion-toyhauler/7819175813.html,keystone,11.0
231,"120 sq ft - ex camper vintage tiny home, room with views",1700,,https://asheville.craigslist.org/rvs/d/asheville-120-sq-ft-ex-camper-vintage/7819173967.html,missing,
232,2021 grand design imagine xls 17mke,16000,2021.0,https://rochester.craigslist.org/rvs/d/brockport-2021-grand-design-imagine-xls/7819171860.html,missing,4.0
233,2014 bounder,64900,2014.0,https://greenville.craigslist.org/rvs/d/drayton-2014-bounder/7819168240.html,missing,11.0
234,2017 forest river cherokee limited 304r,13900,2017.0,https://scranton.craigslist.org/rvd/d/chittenango-2017-forest-river-cherokee/7819161285.html,cherokee,8.0
235,2014 primetime avenger 27bbs!!,9995,2014.0,https://buffalo.craigslist.org/rvd/d/north-tonawanda-2014-primetime-avenger/7819158746.html,missing,11.0
236,2014 itasca sunova 33c keyone,23999,2014.0,https://charlotte.craigslist.org/rvd/d/charlotte-2014-itasca-sunova-33c-keyone/7819156826.html,missing,11.0
237,2020 forest river surveyor 272fls with warranty,21899,2020.0,https://philadelphia.craigslist.org/rvs/d/hatfield-2020-forest-river-surveyor/7819154785.html,missing,5.0
238,2020 forest river surveyor 272fls with warranty,21899,2020.0,https://allentown.craigslist.org/rvs/d/hatfield-2020-forest-river-surveyor/7819153935.html,missing,5.0
239,2019 23a rv scratch-n-dent special,26850,2019.0,https://harrisburg.craigslist.org/rvd/d/harrisburg-rv-scratch-dent-special/7819145680.html,missing,6.0
240,2024 forest river wildwood 31kqbts,29900,2024.0,https://albany.craigslist.org/rvd/d/chittenango-2024-forest-river-wildwood/7819142167.html,missing,1.0
241,2021 cruiser rv mpg,17900,2021.0,https://albany.craigslist.org/rvd/d/chittenango-2021-cruiser-rv-mpg/7819142019.html,missing,4.0
242,2012 starcraft travel star 187,6900,2012.0,https://watertown.craigslist.org/rvd/d/chittenango-2012-starcraft-travel-star/7819141878.html,missing,13.0
243,2023 northstar 850sc like new!,22000,2023.0,https://charlotte.craigslist.org/rvs/d/cramerton-2023-northstar-850sc-like-new/7819127844.html,missing,2.0
244,nice 2021 grand design explor 187 mk**1slide**,15500,2021.0,https://raleigh.craigslist.org/rvd/d/la-grange-nice-2021-grand-design-explor/7819127745.html,missing,4.0
245,winnebago vista 29ve class a,57000,,https://southjersey.craigslist.org/rvs/d/elmer-winnebago-vista-29ve-class/7819123006.html,winnebago,
246,2019 23a rv scratch-n-dent special,26850,2019.0,https://albany.craigslist.org/rvd/d/albany-rv-scratch-dent-special/7819113665.html,missing,6.0
247,2015 keystone rv passport ultra lite 238ml,14995,2015.0,https://hudsonvalley.craigslist.org/rvd/d/goshen-2015-keystone-rv-passport-ultra/7819108930.html,keystone,10.0
248,2013 forest river clipper popup,3500,2013.0,https://asheville.craigslist.org/rvd/d/mars-hill-2013-forest-river-clipper/7819108399.html,missing,12.0
249,21 -ft classic cruiser camper,7500,,https://hudsonvalley.craigslist.org/rvs/d/howells-21-ft-classic-cruiser-camper/7819106534.html,missing,
250,21 -ft classic cruiser camper,7500,,https://hudsonvalley.craigslist.org/rvs/d/howells-21-ft-classic-cruiser-camper/7819106263.html,missing,
251,sunset rv inc. #3459 2017 cyclone,34900,2017.0,https://myrtlebeach.craigslist.org/rvd/d/calabash-sunset-rv-inc-cyclone/7819097782.html,cyclone,8.0
252,2020 tiffin 19tm rv class c motorhome,42850,2020.0,https://hickory.craigslist.org/rvd/d/hickory-2020-tiffin-19tm-rv-class/7819066272.html,tiffin,5.0
253,2020 tiffin 19tm rv class c motorhome,42850,2020.0,https://charlottesville.craigslist.org/rvd/d/charlottesville-2020-tiffin-19tm-rv/7819065980.html,tiffin,5.0
254,2020 tiffin 19tm rv class c motorhome,42850,2020.0,https://outerbanks.craigslist.org/rvd/d/elizabeth-city-2020-tiffin-19tm-rv/7819061582.html,tiffin,5.0
255,2020 tiffin 19tm rv class c motorhome,42850,2020.0,https://fayetteville.craigslist.org/rvd/d/fayetteville-2020-tiffin-19tm-rv-class/7819061206.html,tiffin,5.0
256,2023 starcraft autumn ridge 26bhs family sized camper double bunks,21995,2023.0,https://syracuse.craigslist.org/rvd/d/blodgett-mills-2023-starcraft-autumn/7819036299.html,missing,2.0
257,sunset r.v. inc #3265 2018 satellite,11900,2018.0,https://myrtlebeach.craigslist.org/rvd/d/calabash-sunset-rv-inc-satellite/7819011342.html,missing,7.0
258,sunset rv inc #3339 2015 enclosed trailer,8500,2015.0,https://myrtlebeach.craigslist.org/rvd/d/calabash-sunset-rv-inc-enclosed-trailer/7819011312.html,missing,10.0
259,2024 palomino real-lite ss-1600 for compact trucks,20495,2024.0,https://ithaca.craigslist.org/rvd/d/blodgett-mills-2024-palomino-real-lite/7819008918.html,missing,1.0
260,2018 keystone hideaway 26lhs we '''' auction''''',0,2018.0,https://wilmington.craigslist.org/rvs/d/wilmington-2018-keystone-hideaway-26lhs/7819006932.html,keystone,7.0
261,2008 trail bay rv trailer camper,6900,2008.0,https://albany.craigslist.org/rvd/d/schenectady-2008-trail-bay-rv-trailer/7818977585.html,missing,17.0
262,2018  open  range  roamer  371mbh,0,2018.0,https://greensboro.craigslist.org/rvd/d/stokesdale-2018-open-range-roamer-371mbh/7818960121.html,missing,7.0
263,2021 keystone passport sl series 219bh,15000,2021.0,https://blacksburg.craigslist.org/rvs/d/lindside-2021-keystone-passport-sl/7818956085.html,keystone,4.0
264,2023 rockwood geopro g19fbs,28000,2023.0,https://raleigh.craigslist.org/rvs/d/durham-2023-rockwood-geopro-g19fbs/7818956007.html,rockwood,2.0
265,forest river 17bhskx,17500,,https://roanoke.craigslist.org/rvs/d/roanoke-forest-river-17bhskx/7818941934.html,missing,
266,new sprinter 4*4 conversion,179000,,https://charlotte.craigslist.org/rvs/d/matthews-new-sprinter-44-conversion/7818925303.html,missing,
267,1995 coachmen santara,11500,1995.0,https://hudsonvalley.craigslist.org/rvs/d/kerhonkson-1995-coachmen-santara/7818918044.html,coachmen,30.0
268,2009 sprinter by keystone,7990,2009.0,https://eastnc.craigslist.org/rvs/d/hampstead-2009-sprinter-by-keystone/7818889713.html,keystone,16.0
269,jayco pinnacle fifth wheel,25395,,https://longisland.craigslist.org/rvs/d/remsenburg-jayco-pinnacle-fifth-wheel/7818880783.html,jayco,
270,1993 school church bus skoolie mini home,6500,1993.0,https://winchester.craigslist.org/rvs/d/woodstock-1993-school-church-bus/7818876001.html,missing,32.0
271,17 jayco jay flight 24rbs,14995,,https://pittsburgh.craigslist.org/rvd/d/bentleyville-17-jayco-jay-flight-24rbs/7818849227.html,jayco,
272,2020 rockwood 2912bs,24995,2020.0,https://pittsburgh.craigslist.org/rvd/d/bentleyville-2020-rockwood-2912bs/7818849089.html,rockwood,5.0
273,2007 winnebago class c,22000,2007.0,https://charlotte.craigslist.org/rvs/d/matthews-2007-winnebago-class/7818846771.html,winnebago,18.0
274,2019 28a 30ft class c motorhome,27850,2019.0,https://norfolk.craigslist.org/rvd/d/richmond-30ft-class-motorhome/7818843499.html,missing,6.0
275,2019 28a 30ft class c motorhome,27850,2019.0,https://pittsburgh.craigslist.org/rvd/d/carnegie-30ft-class-motorhome/7818842553.html,missing,6.0
276,2019 28a 30ft class c motorhome,27850,2019.0,https://columbus.craigslist.org/rvd/d/blacklick-30ft-class-motorhome/7818841827.html,missing,6.0
277,2020 jayco jayfeather 16rk rv  travel trailer,13500,2020.0,https://winstonsalem.craigslist.org/rvs/d/walnut-cove-2020-jayco-jayfeather-16rk/7818838543.html,jayco,5.0
278,grand design 397th momentum,74900,,https://delaware.craigslist.org/rvs/d/rehoboth-beach-grand-design-397th/7818835836.html,missing,
279,2022 5k miles ( like new ford entegra 29’rv,130000,2022.0,https://myrtlebeach.craigslist.org/rvs/d/myrtle-beach-miles-like-new-ford/7818827507.html,entegra,3.0
280,itasca suncruiser,10000,,https://raleigh.craigslist.org/rvs/d/raleigh-itasca-suncruiser/7818823587.html,missing,
281,2019 23a class c motorhome super saver,30850,2019.0,https://raleigh.craigslist.org/rvd/d/raleigh-class-motorhome-super-saver/7818816378.html,missing,6.0
282,rockwood mini lite travel trailer,20000,,https://baltimore.craigslist.org/rvs/d/edgewood-rockwood-mini-lite-travel/7818812967.html,rockwood,
283,2019 23a class c motorhome super saver,30850,2019.0,https://pittsburgh.craigslist.org/rvd/d/carnegie-class-motorhome-super-saver/7818809355.html,missing,6.0
284,2014 dutchman denali camper,9000,2014.0,https://allentown.craigslist.org/rvs/d/allentown-2014-dutchman-denali-camper/7818799094.html,missing,11.0
285,2019  ultra lite,27999,2019.0,https://rochester.craigslist.org/rvs/d/webster-2019-ultra-lite/7818795274.html,missing,6.0
286,2020 tiffin 19tm rv class c motorhome,42850,2020.0,https://akroncanton.craigslist.org/rvd/d/cuyahoga-falls-2020-tiffin-19tm-rv/7818786900.html,tiffin,5.0
287,2020 tiffin 19tm rv class c motorhome,42850,2020.0,https://eastnc.craigslist.org/rvd/d/clemmons-2020-tiffin-19tm-rv-class/7818785774.html,tiffin,5.0
288,2020 tiffin 19tm rv class c motorhome,42850,2020.0,https://boone.craigslist.org/rvd/d/boone-2020-tiffin-19tm-rv-class/7818785390.html,tiffin,5.0
289,2019 28a 30ft rv scratch-n-dent special,25850,2019.0,https://greensboro.craigslist.org/rvd/d/browns-summit-30ft-rv-scratch-dent/7818781680.html,missing,6.0
290,2019 28a 30ft rv scratch-n-dent special,25850,2019.0,https://myrtlebeach.craigslist.org/rvd/d/myrtle-beach-30ft-rv-scratch-dent/7818781337.html,missing,6.0
291,2013 layton bunkhouse rv camper,6900,2013.0,https://albany.craigslist.org/rvd/d/schenectady-2013-layton-bunkhouse-rv/7818777068.html,missing,12.0
292,"rvs, campers & motorhomes by the day",0,,https://charlotte.craigslist.org/rvd/d/matthews-rvs-campers-motorhomes-by-the/7818776029.html,missing,
293,"rvs, campers & motorhomes by the day",0,,https://baltimore.craigslist.org/rvd/d/baltimore-rvs-campers-motorhomes-by-the/7818775833.html,missing,
294,sunset rv inc #3458 2017 montana,23900,2017.0,https://wilmington.craigslist.org/rvd/d/calabash-sunset-rv-inc-montana/7818775740.html,missing,8.0
295,sunset rv inc #3456 2019 wolfpack toy hauler,26900,2019.0,https://wilmington.craigslist.org/rvd/d/calabash-sunset-rv-inc-wolfpack-toy/7818775699.html,missing,6.0
296,sunset rv inc #3453 2021 volante,35900,2021.0,https://myrtlebeach.craigslist.org/rvd/d/calabash-sunset-rv-inc-volante/7818775696.html,missing,4.0
